Date;Conditions;X;Y;Z - 21 cm;Z - 51 cm;Z - 81 cm;Z - 111cm;Z - 105.4cm
02/02/2021;BlackFelt;40;88;487;289;179;110;
02/02/2021;BlackFelt;40;89,6;473;282;175;111;
02/02/2021;BlackFelt;40;91,2;452;283;171;107;
02/02/2021;BlackFelt;40;92,8;428;276;177;111;
02/02/2021;BlackFelt;40;94,4;412;268;170;109;
02/02/2021;BlackFelt;40;96;386;267;167;106;
02/02/2021;BlackFelt;40;97,6;359;254;169;108;
02/02/2021;BlackFelt;40;99,2;346;250;162;106;
02/02/2021;BlackFelt;40;100,8;323;244;160;103;
02/02/2021;BlackFelt;40;102,4;303;235;162;106;
02/02/2021;BlackFelt;50;1,6;0;0;0;0;
02/02/2021;BlackFelt;50;3,2;0;0;1;0;
02/02/2021;BlackFelt;50;4,8;0;0;2;0;
02/02/2021;BlackFelt;50;6,4;0;1;53;0;
02/02/2021;BlackFelt;50;8;2;10;136;0;
02/02/2021;BlackFelt;50;9,6;67;166;142;1;
02/02/2021;BlackFelt;50;11,2;215;200;149;1;
02/02/2021;BlackFelt;50;12,8;228;215;147;16;
02/02/2021;BlackFelt;50;14,4;253;222;154;100;
02/02/2021;BlackFelt;50;16;267;221;155;99;
02/02/2021;BlackFelt;50;17,6;279;241;155;104;
02/02/2021;BlackFelt;50;19,2;305;239;161;105;
02/02/2021;BlackFelt;50;20,8;326;249;165;104;
02/02/2021;BlackFelt;50;22,4;339;263;164;109;
02/02/2021;BlackFelt;50;24;376;263;174;109;
02/02/2021;BlackFelt;50;25,6;396;279;175;110;
02/02/2021;BlackFelt;50;27,2;421;291;179;116;
02/02/2021;BlackFelt;50;28,8;452;283;184;112;
02/02/2021;BlackFelt;50;30,4;460;299;180;114;
02/02/2021;BlackFelt;50;32;483;303;184;116;
02/02/2021;BlackFelt;50;33,6;521;299;188;113;
02/02/2021;BlackFelt;50;35,2;525;315;184;116;
02/02/2021;BlackFelt;50;36,8;548;319;191;118;
02/02/2021;BlackFelt;50;38,4;581;317;193;115;
02/02/2021;BlackFelt;50;40;578;334;190;120;
02/02/2021;BlackFelt;50;41,6;602;334;198;119;
02/02/2021;BlackFelt;50;43,2;632;340;199;120;
02/02/2021;BlackFelt;50;44,8;615;349;195;122;
02/02/2021;BlackFelt;50;46,4;640;346;204;120;
02/02/2021;BlackFelt;50;48;658;353;202;122;
02/02/2021;BlackFelt;50;49,6;635;359;201;124;
02/02/2021;BlackFelt;50;51,2;653;352;207;121;
02/02/2021;BlackFelt;50;52,8;657;353;203;122;
02/02/2021;BlackFelt;50;54,4;639;367;204;125;
02/02/2021;BlackFelt;50;56;641;347;204;119;
02/02/2021;BlackFelt;50;57,6;657;359;203;124;
02/02/2021;BlackFelt;50;59,2;644;367;207;125;
02/02/2021;BlackFelt;50;60,8;651;348;203;119;
02/02/2021;BlackFelt;50;62,4;644;353;199;123;
02/02/2021;BlackFelt;50;64;640;359;207;123;
02/02/2021;BlackFelt;50;65,6;665;353;205;121;
02/02/2021;BlackFelt;50;67,2;652;361;201;125;
02/02/2021;BlackFelt;50;68,8;642;355;206;121;
02/02/2021;BlackFelt;50;70,4;680;356;205;124;
02/02/2021;BlackFelt;50;72;652;358;202;125;
02/02/2021;BlackFelt;50;73,6;641;346;202;118;
02/02/2021;BlackFelt;50;75,2;664;345;199;122;
02/02/2021;BlackFelt;50;76,8;630;348;198;121;
02/02/2021;BlackFelt;50;78,4;633;341;201;119;
02/02/2021;BlackFelt;50;80;619;331;192;120;
02/02/2021;BlackFelt;50;81,6;594;338;197;120;
02/02/2021;BlackFelt;50;83,2;579;322;191;115;
02/02/2021;BlackFelt;50;84,8;556;313;184;117;
02/02/2021;BlackFelt;50;86,4;519;313;188;114;
02/02/2021;BlackFelt;50;88;502;297;179;110;
02/02/2021;BlackFelt;50;89,6;481;292;177;113;
02/02/2021;BlackFelt;50;91,2;447;291;180;109;
02/02/2021;BlackFelt;50;92,8;442;282;176;111;
02/02/2021;BlackFelt;50;94,4;417;278;174;112;
02/02/2021;BlackFelt;50;96;384;274;175;108;
02/02/2021;BlackFelt;50;97,6;374;258;168;108;
02/02/2021;BlackFelt;50;99,2;350;257;168;109;
02/02/2021;BlackFelt;50;100,8;322;249;166;104;
02/02/2021;BlackFelt;50;102,4;318;240;161;107;
02/02/2021;BlackFelt;60;1,6;0;0;1;1;
02/02/2021;BlackFelt;60;3,2;0;2;1;0;
02/02/2021;BlackFelt;60;4,8;0;32;1;1;
02/02/2021;BlackFelt;60;6,4;0;116;0;0;
02/02/2021;BlackFelt;60;8;2;185;1;1;
02/02/2021;BlackFelt;60;9,6;73;194;1;1;
02/02/2021;BlackFelt;60;11,2;216;196;5;13;
02/02/2021;BlackFelt;60;12,8;231;210;104;93;
02/02/2021;BlackFelt;60;14,4;262;217;151;99;
02/02/2021;BlackFelt;60;16;272;216;148;100;
02/02/2021;BlackFelt;60;17,6;288;234;158;103;
02/02/2021;BlackFelt;60;19,2;319;234;157;101;
02/02/2021;BlackFelt;60;20,8;334;243;159;106;
02/02/2021;BlackFelt;60;22,4;352;257;168;106;
02/02/2021;BlackFelt;60;24;393;257;166;106;
02/02/2021;BlackFelt;60;25,6;409;271;172;113;
02/02/2021;BlackFelt;60;27,2;444;285;180;112;
02/02/2021;BlackFelt;60;28,8;477;279;174;111;
02/02/2021;BlackFelt;60;30,4;482;292;180;115;
02/02/2021;BlackFelt;60;32;514;298;182;112;
02/02/2021;BlackFelt;60;33,6;544;296;179;114;
02/02/2021;BlackFelt;60;35,2;544;309;187;116;
02/02/2021;BlackFelt;60;36,8;578;311;187;114;
02/02/2021;BlackFelt;60;38,4;600;311;185;118;
02/02/2021;BlackFelt;60;40;600;329;194;118;
02/02/2021;BlackFelt;60;41,6;633;326;191;116;
02/02/2021;BlackFelt;60;43,2;654;332;194;122;
02/02/2021;BlackFelt;60;44,8;637;342;198;118;
02/02/2021;BlackFelt;60;46,4;672;339;195;119;
02/02/2021;BlackFelt;60;48;676;346;201;124;
02/02/2021;BlackFelt;60;49,6;660;353;201;120;
02/02/2021;BlackFelt;60;51,2;686;346;197;120;
02/02/2021;BlackFelt;60;52,8;681;347;202;123;
02/02/2021;BlackFelt;60;54,4;667;360;204;120;
02/02/2021;BlackFelt;60;56;678;342;195;119;
02/02/2021;BlackFelt;60;57,6;681;353;206;124;
02/02/2021;BlackFelt;60;59,2;672;362;204;120;
02/02/2021;BlackFelt;60;60,8;681;343;196;121;
02/02/2021;BlackFelt;60;62,4;665;349;203;120;
02/02/2021;BlackFelt;60;64;668;355;200;119;
02/02/2021;BlackFelt;60;65,6;694;346;200;123;
02/02/2021;BlackFelt;60;67,2;671;356;205;121;
02/02/2021;BlackFelt;60;68,8;672;349;197;119;
02/02/2021;BlackFelt;60;70,4;704;349;204;125;
02/02/2021;BlackFelt;60;72;670;353;202;120;
02/02/2021;BlackFelt;60;73,6;667;338;193;118;
02/02/2021;BlackFelt;60;75,2;682;339;201;123;
02/02/2021;BlackFelt;60;76,8;642;342;196;117;
02/02/2021;BlackFelt;60;78,4;657;335;193;120;
02/02/2021;BlackFelt;60;80;634;323;196;118;
02/02/2021;BlackFelt;60;81,6;608;333;191;116;
02/02/2021;BlackFelt;60;83,2;599;314;186;117;
02/02/2021;BlackFelt;60;84,8;568;306;188;114;
02/02/2021;BlackFelt;60;86,4;535;309;180;111;
02/02/2021;BlackFelt;60;88;525;291;177;113;
02/02/2021;BlackFelt;60;89,6;494;288;178;109;
02/02/2021;BlackFelt;60;91,2;463;288;171;108;
02/02/2021;BlackFelt;60;92,8;463;279;176;112;
02/02/2021;BlackFelt;60;94,4;428;276;175;108;
02/02/2021;BlackFelt;60;96;399;272;167;107;
02/02/2021;BlackFelt;60;97,6;391;256;169;109;
02/02/2021;BlackFelt;60;99,2;359;255;166;105;
02/02/2021;BlackFelt;60;100,8;336;247;160;105;
02/02/2021;BlackFelt;60;102,4;331;238;164;106;
02/02/2021;BlackFelt;70;1,6;0;0;0;1;
02/02/2021;BlackFelt;70;3,2;0;0;0;13;
02/02/2021;BlackFelt;70;4,8;0;4;0;69;
02/02/2021;BlackFelt;70;6,4;0;51;1;85;
02/02/2021;BlackFelt;70;8;1;152;20;93;
02/02/2021;BlackFelt;70;9,6;15;186;122;93;
02/02/2021;BlackFelt;70;11,2;203;187;136;92;
02/02/2021;BlackFelt;70;12,8;225;197;145;96;
02/02/2021;BlackFelt;70;14,4;254;209;144;97;
02/02/2021;BlackFelt;70;16;269;204;145;95;
02/02/2021;BlackFelt;70;17,6;281;220;152;101;
02/02/2021;BlackFelt;70;19,2;310;224;149;99;
02/02/2021;BlackFelt;70;20,8;332;229;157;101;
02/02/2021;BlackFelt;70;22,4;346;245;159;105;
02/02/2021;BlackFelt;70;24;385;247;159;103;
02/02/2021;BlackFelt;70;25,6;408;256;169;108;
02/02/2021;BlackFelt;70;27,2;436;275;170;110;
02/02/2021;BlackFelt;70;28,8;470;268;168;107;
02/02/2021;BlackFelt;70;30,4;481;277;176;111;
02/02/2021;BlackFelt;70;32;505;286;172;110;
02/02/2021;BlackFelt;70;33,6;542;282;174;109;
02/02/2021;BlackFelt;70;35,2;544;294;179;113;
02/02/2021;BlackFelt;70;36,8;569;300;176;111;
02/02/2021;BlackFelt;70;38,4;602;297;181;111;
02/02/2021;BlackFelt;70;40;599;312;184;115;
02/02/2021;BlackFelt;70;41,6;628;312;181;113;
02/02/2021;BlackFelt;70;43,2;657;315;190;116;
02/02/2021;BlackFelt;70;44,8;636;326;186;116;
02/02/2021;BlackFelt;70;46,4;663;326;185;114;
02/02/2021;BlackFelt;70;48;682;327;195;119;
02/02/2021;BlackFelt;70;49,6;660;337;188;116;
02/02/2021;BlackFelt;70;51,2;684;331;189;114;
02/02/2021;BlackFelt;70;52,8;685;330;195;118;
02/02/2021;BlackFelt;70;54,4;666;344;190;117;
02/02/2021;BlackFelt;70;56;671;327;187;113;
02/02/2021;BlackFelt;70;57,6;681;335;196;120;
02/02/2021;BlackFelt;70;59,2;667;346;190;117;
02/02/2021;BlackFelt;70;60,8;675;328;189;114;
02/02/2021;BlackFelt;70;62,4;665;331;190;117;
02/02/2021;BlackFelt;70;64;662;342;187;115;
02/02/2021;BlackFelt;70;65,6;692;332;193;116;
02/02/2021;BlackFelt;70;67,2;673;336;190;118;
02/02/2021;BlackFelt;70;68,8;666;336;185;113;
02/02/2021;BlackFelt;70;70,4;708;334;196;119;
02/02/2021;BlackFelt;70;72;674;336;187;117;
02/02/2021;BlackFelt;70;73,6;663;327;183;112;
02/02/2021;BlackFelt;70;75,2;688;323;191;118;
02/02/2021;BlackFelt;70;76,8;645;326;181;114;
02/02/2021;BlackFelt;70;78,4;653;322;185;114;
02/02/2021;BlackFelt;70;80;635;307;183;115;
02/02/2021;BlackFelt;70;81,6;605;317;178;112;
02/02/2021;BlackFelt;70;83,2;593;301;179;111;
02/02/2021;BlackFelt;70;84,8;568;291;174;111;
02/02/2021;BlackFelt;70;86,4;530;294;168;107;
02/02/2021;BlackFelt;70;88;516;279;170;107;
02/02/2021;BlackFelt;70;89,6;491;273;165;107;
02/02/2021;BlackFelt;70;91,2;456;275;162;103;
02/02/2021;BlackFelt;70;92,8;457;266;168;107;
02/02/2021;BlackFelt;70;94,4;427;262;161;106;
02/02/2021;BlackFelt;70;96;391;260;158;102;
02/02/2021;BlackFelt;70;97,6;380;246;160;105;
02/02/2021;BlackFelt;70;99,2;352;244;154;102;
02/02/2021;BlackFelt;70;100,8;323;237;153;100;
02/02/2021;BlackFelt;70;102,4;318;228;154;103;
02/02/2021;BlackFelt;80;1,6;0;0;1;2;
02/02/2021;BlackFelt;80;3,2;0;0;6;4;
02/02/2021;BlackFelt;80;4,8;0;0;57;8;
02/02/2021;BlackFelt;80;6,4;1;0;93;1;
02/02/2021;BlackFelt;80;8;7;1;112;1;
02/02/2021;BlackFelt;80;9,6;127;13;125;4;
02/02/2021;BlackFelt;80;11,2;164;106;132;78;
02/02/2021;BlackFelt;80;12,8;189;174;131;89;
02/02/2021;BlackFelt;80;14,4;202;185;136;95;
02/02/2021;BlackFelt;80;16;214;193;138;92;
02/02/2021;BlackFelt;80;17,6;237;194;138;93;
02/02/2021;BlackFelt;80;19,2;242;203;143;97;
02/02/2021;BlackFelt;80;20,8;267;214;147;97;
02/02/2021;BlackFelt;80;22,4;286;214;146;98;
02/02/2021;BlackFelt;80;24;297;229;155;102;
02/02/2021;BlackFelt;80;25,6;329;236;156;101;
02/02/2021;BlackFelt;80;27,2;353;241;158;106;
02/02/2021;BlackFelt;80;28,8;360;253;164;105;
02/02/2021;BlackFelt;80;30,4;393;251;160;103;
02/02/2021;BlackFelt;80;32;403;256;163;107;
02/02/2021;BlackFelt;80;33,6;419;268;167;106;
02/02/2021;BlackFelt;80;35,2;452;263;163;105;
02/02/2021;BlackFelt;80;36,8;454;273;169;110;
02/02/2021;BlackFelt;80;38,4;467;279;171;107;
02/02/2021;BlackFelt;80;40;498;276;168;107;
02/02/2021;BlackFelt;80;41,6;491;287;175;111;
02/02/2021;BlackFelt;80;43,2;512;295;177;109;
02/02/2021;BlackFelt;80;44,8;524;286;172;110;
02/02/2021;BlackFelt;80;46,4;517;300;181;112;
02/02/2021;BlackFelt;80;48;537;303;179;111;
02/02/2021;BlackFelt;80;49,6;540;295;177;113;
02/02/2021;BlackFelt;80;51,2;524;308;183;113;
02/02/2021;BlackFelt;80;52,8;535;306;179;110;
02/02/2021;BlackFelt;80;54,4;542;300;180;114;
02/02/2021;BlackFelt;80;56;509;303;180;110;
02/02/2021;BlackFelt;80;57,6;536;306;179;111;
02/02/2021;BlackFelt;80;59,2;540;303;183;115;
02/02/2021;BlackFelt;80;60,8;511;308;180;109;
02/02/2021;BlackFelt;80;62,4;532;300;176;109;
02/02/2021;BlackFelt;80;64;531;300;183;113;
02/02/2021;BlackFelt;80;65,6;523;311;181;110;
02/02/2021;BlackFelt;80;67,2;541;300;178;111;
02/02/2021;BlackFelt;80;68,8;525;299;182;112;
02/02/2021;BlackFelt;80;70,4;535;313;181;111;
02/02/2021;BlackFelt;80;72;548;297;178;113;
02/02/2021;BlackFelt;80;73,6;516;295;179;109;
02/02/2021;BlackFelt;80;75,2;522;303;176;109;
02/02/2021;BlackFelt;80;76,8;522;288;176;111;
02/02/2021;BlackFelt;80;78,4;503;293;178;110;
02/02/2021;BlackFelt;80;80;489;288;170;107;
02/02/2021;BlackFelt;80;81,6;489;279;175;110;
02/02/2021;BlackFelt;80;83,2;454;281;169;105;
02/02/2021;BlackFelt;80;84,8;440;271;163;104;
02/02/2021;BlackFelt;80;86,4;428;260;167;106;
02/02/2021;BlackFelt;80;88;390;262;160;100;
02/02/2021;BlackFelt;80;89,6;383;251;157;102;
02/02/2021;BlackFelt;80;91,2;367;244;160;102;
02/02/2021;BlackFelt;80;92,8;342;251;156;100;
02/02/2021;BlackFelt;80;94,4;332;239;155;102;
02/02/2021;BlackFelt;80;96;309;233;156;100;
02/02/2021;BlackFelt;80;97,6;284;232;150;98;
02/02/2021;BlackFelt;80;99,2;276;219;150;100;
02/02/2021;BlackFelt;80;100,8;256;216;149;97;
02/02/2021;BlackFelt;80;102,4;238;214;144;96;
02/02/2021;BlackFelt;90;1,6;0;0;0;0;
02/02/2021;BlackFelt;90;3,2;0;0;0;1;
02/02/2021;BlackFelt;90;4,8;0;3;0;13;
02/02/2021;BlackFelt;90;6,4;0;87;0;63;
02/02/2021;BlackFelt;90;8;2;130;0;71;
02/02/2021;BlackFelt;90;9,6;23;141;4;80;
02/02/2021;BlackFelt;90;11,2;116;147;102;85;
02/02/2021;BlackFelt;90;12,8;131;155;121;86;
02/02/2021;BlackFelt;90;14,4;149;157;124;86;
02/02/2021;BlackFelt;90;16;151;163;128;88;
02/02/2021;BlackFelt;90;17,6;166;169;127;89;
02/02/2021;BlackFelt;90;19,2;178;169;130;89;
02/02/2021;BlackFelt;90;20,8;183;183;136;94;
02/02/2021;BlackFelt;90;22,4;200;185;134;92;
02/02/2021;BlackFelt;90;24;212;189;140;94;
02/02/2021;BlackFelt;90;25,6;222;204;144;98;
02/02/2021;BlackFelt;90;27,2;248;205;145;98;
02/02/2021;BlackFelt;90;28,8;250;208;149;99;
02/02/2021;BlackFelt;90;30,4;261;217;148;100;
02/02/2021;BlackFelt;90;32;283;214;147;98;
02/02/2021;BlackFelt;90;33,6;284;223;154;101;
02/02/2021;BlackFelt;90;35,2;297;226;150;100;
02/02/2021;BlackFelt;90;36,8;316;224;152;99;
02/02/2021;BlackFelt;90;38,4;311;236;157;104;
02/02/2021;BlackFelt;90;40;330;235;154;102;
02/02/2021;BlackFelt;90;41,6;342;235;158;102;
02/02/2021;BlackFelt;90;43,2;341;249;162;107;
02/02/2021;BlackFelt;90;44,8;351;240;156;102;
02/02/2021;BlackFelt;90;46,4;356;244;163;104;
02/02/2021;BlackFelt;90;48;353;255;164;107;
02/02/2021;BlackFelt;90;49,6;363;244;159;103;
02/02/2021;BlackFelt;90;51,2;359;249;165;105;
02/02/2021;BlackFelt;90;52,8;351;254;163;106;
02/02/2021;BlackFelt;90;54,4;364;247;161;103;
02/02/2021;BlackFelt;90;56;352;247;163;104;
02/02/2021;BlackFelt;90;57,6;354;255;163;106;
02/02/2021;BlackFelt;90;59,2;369;248;162;104;
02/02/2021;BlackFelt;90;60,8;353;251;163;105;
02/02/2021;BlackFelt;90;62,4;349;247;158;103;
02/02/2021;BlackFelt;90;64;367;245;162;103;
02/02/2021;BlackFelt;90;65,6;360;254;164;106;
02/02/2021;BlackFelt;90;67,2;361;246;159;103;
02/02/2021;BlackFelt;90;68,8;368;244;162;103;
02/02/2021;BlackFelt;90;70,4;367;255;164;107;
02/02/2021;BlackFelt;90;72;368;242;158;103;
02/02/2021;BlackFelt;90;73,6;365;240;160;103;
02/02/2021;BlackFelt;90;75,2;357;245;159;105;
02/02/2021;BlackFelt;90;76,8;354;232;155;100;
02/02/2021;BlackFelt;90;78,4;356;241;160;105;
02/02/2021;BlackFelt;90;80;334;231;152;101;
02/02/2021;BlackFelt;90;81,6;334;226;154;100;
02/02/2021;BlackFelt;90;83,2;318;229;153;102;
02/02/2021;BlackFelt;90;84,8;296;217;145;98;
02/02/2021;BlackFelt;90;86,4;293;212;147;97;
02/02/2021;BlackFelt;90;88;273;212;144;98;
02/02/2021;BlackFelt;90;89,6;255;202;139;95;
02/02/2021;BlackFelt;90;91,2;253;200;143;95;
02/02/2021;BlackFelt;90;92,8;239;202;141;97;
02/02/2021;BlackFelt;90;94,4;224;192;138;94;
02/02/2021;BlackFelt;90;96;220;190;140;95;
02/02/2021;BlackFelt;90;97,6;203;186;135;95;
02/02/2021;BlackFelt;90;99,2;191;176;133;92;
02/02/2021;BlackFelt;90;100,8;184;176;134;94;
02/02/2021;BlackFelt;90;102,4;169;170;129;93;
02/02/2021;BlackFelt;95;1,6;0;0;0;0;
02/02/2021;BlackFelt;95;3,2;0;0;1;1;
02/02/2021;BlackFelt;95;4,8;0;0;5;5;
02/02/2021;BlackFelt;95;6,4;0;0;21;53;
02/02/2021;BlackFelt;95;8;2;1;39;71;
02/02/2021;BlackFelt;95;9,6;16;14;92;80;
02/02/2021;BlackFelt;95;11,2;104;134;113;85;
02/02/2021;BlackFelt;95;12,8;125;142;118;84;
02/02/2021;BlackFelt;95;14,4;132;152;124;87;
02/02/2021;BlackFelt;95;16;140;154;120;87;
02/02/2021;BlackFelt;95;17,6;155;156;127;86;
02/02/2021;BlackFelt;95;19,2;157;166;128;90;
02/02/2021;BlackFelt;95;20,8;172;170;128;91;
02/02/2021;BlackFelt;95;22,4;182;172;135;90;
02/02/2021;BlackFelt;95;24;188;185;135;95;
02/02/2021;BlackFelt;95;25,6;209;187;137;95;
02/02/2021;BlackFelt;95;27,2;219;195;146;97;
02/02/2021;BlackFelt;95;28,8;224;201;141;99;
02/02/2021;BlackFelt;95;30,4;244;198;143;96;
02/02/2021;BlackFelt;95;32;246;206;148;98;
02/02/2021;BlackFelt;95;33,6;258;210;144;100;
02/02/2021;BlackFelt;95;35,2;275;207;148;97;
02/02/2021;BlackFelt;95;36,8;275;218;151;101;
02/02/2021;BlackFelt;95;38,4;289;219;147;101;
02/02/2021;BlackFelt;95;40;300;217;154;99;
02/02/2021;BlackFelt;95;41,6;296;229;154;104;
02/02/2021;BlackFelt;95;43,2;317;228;153;103;
02/02/2021;BlackFelt;95;44,8;314;225;158;101;
02/02/2021;BlackFelt;95;46,4;308;235;155;105;
02/02/2021;BlackFelt;95;48;328;231;157;104;
02/02/2021;BlackFelt;95;49,6;317;232;160;103;
02/02/2021;BlackFelt;95;51,2;313;237;156;106;
02/02/2021;BlackFelt;95;52,8;324;230;157;103;
02/02/2021;BlackFelt;95;54,4;322;235;161;104;
02/02/2021;BlackFelt;95;56;306;232;152;103;
02/02/2021;BlackFelt;95;57,6;329;231;159;103;
02/02/2021;BlackFelt;95;59,2;321;239;161;105;
02/02/2021;BlackFelt;95;60,8;309;231;153;103;
02/02/2021;BlackFelt;95;62,4;324;227;158;101;
02/02/2021;BlackFelt;95;64;316;238;157;105;
02/02/2021;BlackFelt;95;65,6;317;231;155;103;
02/02/2021;BlackFelt;95;67,2;329;230;160;102;
02/02/2021;BlackFelt;95;68,8;314;233;154;104;
02/02/2021;BlackFelt;95;70,4;329;230;158;104;
02/02/2021;BlackFelt;95;72;327;230;159;103;
02/02/2021;BlackFelt;95;73,6;309;225;151;103;
02/02/2021;BlackFelt;95;75,2;321;222;155;102;
02/02/2021;BlackFelt;95;76,8;315;223;154;102;
02/02/2021;BlackFelt;95;78,4;303;222;150;104;
02/02/2021;BlackFelt;95;80;300;212;151;99;
02/02/2021;BlackFelt;95;81,6;293;219;149;103;
02/02/2021;BlackFelt;95;83,2;273;208;143;99;
02/02/2021;BlackFelt;95;84,8;270;201;146;97;
02/02/2021;BlackFelt;95;86,4;255;205;141;99;
02/02/2021;BlackFelt;95;88;236;192;137;95;
02/02/2021;BlackFelt;95;89,6;235;190;141;94;
02/02/2021;BlackFelt;95;91,2;217;190;135;96;
02/02/2021;BlackFelt;95;92,8;209;183;137;95;
02/02/2021;BlackFelt;95;94,4;206;182;139;95;
02/02/2021;BlackFelt;95;96;187;178;132;95;
02/02/2021;BlackFelt;95;97,6;180;169;132;92;
02/02/2021;BlackFelt;95;99,2;173;169;132;93;
02/02/2021;BlackFelt;95;100,8;157;163;126;93;
02/02/2021;BlackFelt;95;102,4;152;157;129;91;
03/05/2021;BlackFelt_soil;5;1,6;84;211;184;154;163
03/05/2021;BlackFelt_soil;5;3,2;108;212;183;155;165
03/05/2021;BlackFelt_soil;5;4,8;118;219;192;155;163
03/05/2021;BlackFelt_soil;5;6,4;134;217;193;156;166
03/05/2021;BlackFelt_soil;5;8;152;220;193;160;166
03/05/2021;BlackFelt_soil;5;9,6;161;223;197;157;164
03/05/2021;BlackFelt_soil;5;11,2;178;222;194;154;170
03/05/2021;BlackFelt_soil;5;12,8;195;234;200;160;170
03/05/2021;BlackFelt_soil;5;14,4;206;239;205;161;172
03/05/2021;BlackFelt_soil;5;16;219;235;199;159;173
03/05/2021;BlackFelt_soil;5;17,6;232;249;208;166;172
03/05/2021;BlackFelt_soil;5;19,2;238;247;207;163;174
03/05/2021;BlackFelt_soil;5;20,8;261;253;209;167;179
03/05/2021;BlackFelt_soil;5;22,4;268;263;217;170;178
03/05/2021;BlackFelt_soil;5;24;279;263;216;168;182
03/05/2021;BlackFelt_soil;5;25,6;308;274;220;174;185
03/05/2021;BlackFelt_soil;5;27,2;317;283;228;176;185
03/05/2021;BlackFelt_soil;5;28,8;330;277;222;172;187
03/05/2021;BlackFelt_soil;5;30,4;352;286;225;177;185
03/05/2021;BlackFelt_soil;5;32;354;288;226;174;183
03/05/2021;BlackFelt_soil;5;33,6;371;286;223;174;188
03/05/2021;BlackFelt_soil;5;35,2;388;297;228;177;184
03/05/2021;BlackFelt_soil;5;36,8;392;296;228;174;186
03/05/2021;BlackFelt_soil;5;38,4;412;297;226;175;190
03/05/2021;BlackFelt_soil;5;40;422;309;234;178;187
03/05/2021;BlackFelt_soil;5;41,6;420;306;231;175;189
03/05/2021;BlackFelt_soil;5;43,2;444;312;234;180;193
03/05/2021;BlackFelt_soil;5;44,8;438;319;237;178;187
03/05/2021;BlackFelt_soil;5;46,4;436;315;234;177;193
03/05/2021;BlackFelt_soil;5;48;455;323;239;183;193
03/05/2021;BlackFelt_soil;5;49,6;443;326;239;178;188
03/05/2021;BlackFelt_soil;5;51,2;437;322;235;177;193
03/05/2021;BlackFelt_soil;5;52,8;448;325;239;181;191
03/05/2021;BlackFelt_soil;5;54,4;442;331;240;179;189
03/05/2021;BlackFelt_soil;5;56;426;319;231;174;190
03/05/2021;BlackFelt_soil;5;57,6;445;329;241;182;191
03/05/2021;BlackFelt_soil;5;59,2;437;334;240;178;191
03/05/2021;BlackFelt_soil;5;60,8;428;319;232;175;190
03/05/2021;BlackFelt_soil;5;62,4;437;326;239;178;186
03/05/2021;BlackFelt_soil;5;64;430;329;236;176;190
03/05/2021;BlackFelt_soil;5;65,6;433;324;237;180;192
03/05/2021;BlackFelt_soil;5;67,2;440;331;241;180;188
03/05/2021;BlackFelt_soil;5;68,8;426;326;234;175;191
03/05/2021;BlackFelt_soil;5;70,4;436;329;243;185;194
03/05/2021;BlackFelt_soil;5;72;429;330;240;179;190
03/05/2021;BlackFelt_soil;5;73,6;412;321;232;175;191
03/05/2021;BlackFelt_soil;5;75,2;418;323;241;183;191
03/05/2021;BlackFelt_soil;5;76,8;409;325;236;176;189
03/05/2021;BlackFelt_soil;5;78,4;397;320;234;178;194
03/05/2021;BlackFelt_soil;5;80;390;313;237;178;187
03/05/2021;BlackFelt_soil;5;81,6;376;317;232;175;189
03/05/2021;BlackFelt_soil;5;83,2;357;306;228;176;187
03/05/2021;BlackFelt_soil;5;84,8;345;301;230;175;182
03/05/2021;BlackFelt_soil;5;86,4;331;302;223;169;184
03/05/2021;BlackFelt_soil;5;88;309;289;219;169;180
03/05/2021;BlackFelt_soil;5;89,6;302;288;220;167;177
03/05/2021;BlackFelt_soil;5;91,2;286;288;214;164;180
03/05/2021;BlackFelt_soil;5;92,8;276;284;219;171;179
03/05/2021;BlackFelt_soil;5;94,4;266;283;218;167;177
03/05/2021;BlackFelt_soil;5;96;246;279;210;163;178
03/05/2021;BlackFelt_soil;5;97,6;232;271;212;164;173
03/05/2021;BlackFelt_soil;5;99,2;225;273;210;156;169
03/05/2021;BlackFelt_soil;5;100,8;211;266;204;153;167
03/05/2021;BlackFelt_soil;5;102,4;206;262;212;155;164
03/05/2021;BlackFelt_soil;10;1,6;91;219;188;159;168
03/05/2021;BlackFelt_soil;10;3,2;113;217;188;159;168
03/05/2021;BlackFelt_soil;10;4,8;128;220;197;160;168
03/05/2021;BlackFelt_soil;10;6,4;140;229;197;161;173
03/05/2021;BlackFelt_soil;10;8;159;225;198;164;170
03/05/2021;BlackFelt_soil;10;9,6;172;228;201;161;170
03/05/2021;BlackFelt_soil;10;11,2;183;235;198;159;176
03/05/2021;BlackFelt_soil;10;12,8;206;236;205;165;174
03/05/2021;BlackFelt_soil;10;14,4;218;247;208;165;178
03/05/2021;BlackFelt_soil;10;16;225;246;202;164;177
03/05/2021;BlackFelt_soil;10;17,6;248;249;212;170;176
03/05/2021;BlackFelt_soil;10;19,2;251;259;210;167;180
03/05/2021;BlackFelt_soil;10;20,8;268;263;213;172;183
03/05/2021;BlackFelt_soil;10;22,4;288;265;221;174;182
03/05/2021;BlackFelt_soil;10;24;295;279;219;173;188
03/05/2021;BlackFelt_soil;10;25,6;321;279;225;179;189
03/05/2021;BlackFelt_soil;10;27,2;342;287;232;181;191
